division_alias,party_number,votes,percent
00.87.56,26,0,0.0
00.87.56,16,1,0.658
00.87.56,21,0,0.0
00.87.56,23,0,0.0
00.87.56,3,0,0.0
00.87.56,27,0,0.0
00.87.56,41,16,10.526
00.87.56,5,17,11.184
00.87.56,36,5,3.289
00.87.56,9,34,22.368
00.87.56,6,0,0.0
00.87.56,8,2,1.316
00.87.56,4,51,33.553
00.87.57,17,0,0.0
00.87.57,10,0,0.0
00.87.57,25,17,16.346
00.87.57,12,0,0.0
00.87.57,20,0,0.0
00.87.57,26,0,0.0
00.87.57,16,0,0.0
00.87.57,21,0,0.0
00.87.57,23,0,0.0
00.87.57,3,0,0.0
00.87.57,27,0,0.0
00.87.57,41,22,21.154
00.87.57,5,11,10.577
00.87.57,36,7,6.731
00.87.57,9,16,15.385
00.87.57,6,1,0.962
00.87.57,8,0,0.0
00.87.57,4,30,28.846
00.87.58,17,0,0.0
00.87.58,10,0,0.0
00.87.58,25,9,16.981
00.87.58,12,0,0.0
00.87.58,20,0,0.0
00.87.58,26,0,0.0
00.87.58,16,0,0.0
00.87.58,21,0,0.0
00.87.58,23,0,0.0
00.87.58,3,1,1.887
00.87.58,27,0,0.0
00.87.58,41,2,3.774
00.87.58,5,2,3.774
00.87.58,36,4,7.547
00.87.58,9,15,28.302
00.87.58,6,1,1.887
00.87.58,8,1,1.887
00.87.58,4,18,33.962
00.87.59,17,0,0.0
00.87.59,10,0,0.0
00.87.59,25,7,15.217
00.87.59,12,0,0.0
00.87.59,20,1,2.174
00.87.59,26,0,0.0
00.87.59,16,0,0.0
00.87.59,21,1,2.174
00.87.59,23,0,0.0
00.87.59,3,0,0.0
00.87.59,27,0,0.0
00.87.59,41,6,13.043
00.87.59,5,1,2.174
00.87.59,36,5,10.87
00.87.59,9,10,21.739
00.87.59,6,0,0.0
00.87.59,8,0,0.0
00.87.59,4,15,32.609
00.87.60,17,0,0.0
00.87.60,10,0,0.0
00.87.60,25,2,4.0
00.87.60,12,0,0.0
00.87.60,20,0,0.0
00.87.60,26,0,0.0
00.87.60,16,0,0.0
00.87.60,21,0,0.0
00.87.60,23,0,0.0
00.87.60,3,0,0.0
00.87.60,27,0,0.0
00.87.60,41,15,30.0
00.87.60,5,10,20.0
00.87.60,36,0,0.0
00.87.60,9,9,18.0
00.87.60,6,0,0.0
00.87.60,8,0,0.0
00.87.60,4,14,28.0
00.87.61,17,0,0.0
00.87.61,10,22,1.443
00.87.61,25,186,12.197
00.87.61,12,0,0.0
00.87.61,20,1,0.066
00.87.61,26,0,0.0
00.87.61,16,5,0.328
00.87.61,21,1,0.066
00.87.61,23,0,0.0
00.87.61,3,2,0.131
00.87.61,27,3,0.197
00.87.61,41,100,6.557
00.87.61,5,338,22.164
00.87.61,36,57,3.738
00.87.61,9,192,12.59
00.87.61,6,2,0.131
00.87.61,8,10,0.656
00.87.61,4,606,39.738
00.87.62,17,0,0.0
00.87.62,10,7,0.649
00.87.62,25,126,11.677
00.87.62,12,0,0.0
00.87.62,20,1,0.093
00.87.62,26,0,0.0
00.87.62,16,5,0.463
00.87.62,21,0,0.0
00.87.62,23,0,0.0
00.87.62,3,0,0.0
00.87.62,27,2,0.185
00.87.62,41,71,6.58
00.87.62,5,100,9.268
00.87.62,36,63,5.839
00.87.62,9,251,23.262
00.87.62,6,3,0.278
00.87.62,8,6,0.556
00.87.62,4,444,41.149
00.87.63,17,0,0.0
00.87.63,10,26,3.066
00.87.63,25,55,6.486
00.87.63,12,1,0.118
00.87.63,20,2,0.236
00.87.63,26,0,0.0
00.87.63,16,9,1.061
00.87.63,21,1,0.118
00.87.63,23,4,0.472
00.87.63,3,1,0.118
00.87.63,27,7,0.825
00.87.63,41,95,11.203
00.87.63,5,212,25.0
00.87.63,36,22,2.594
00.87.63,9,107,12.618
00.87.63,6,2,0.236
00.87.63,8,27,3.184
00.87.63,4,277,32.665
00.87.64,17,1,0.206
00.87.64,10,7,1.443
00.87.64,25,35,7.216
00.87.64,12,0,0.0
00.87.64,20,3,0.619
00.87.64,26,0,0.0
00.87.64,16,12,2.474
00.87.64,21,0,0.0
00.87.64,23,0,0.0
00.87.64,3,0,0.0
00.87.64,27,1,0.206
00.87.64,41,40,8.247
00.87.64,5,119,24.536
00.87.64,36,13,2.68
00.87.64,9,52,10.722
00.87.64,6,3,0.619
00.87.64,8,14,2.887
00.87.64,4,185,38.144
00.87.65,17,0,0.0
00.87.65,10,23,3.186
00.87.65,25,44,6.094
00.87.65,12,0,0.0
00.87.65,20,0,0.0
00.87.65,26,0,0.0
00.87.65,16,15,2.078
00.87.65,21,0,0.0
00.87.65,23,0,0.0
00.87.65,3,1,0.139
00.87.65,27,2,0.277
00.87.65,41,117,16.205
00.87.65,5,244,33.795
00.87.65,36,7,0.97
00.87.65,9,53,7.341
00.87.65,6,1,0.139
00.87.65,8,26,3.601
00.87.65,4,189,26.177
00.87.66,17,1,0.254
00.87.66,10,10,2.545
00.87.66,25,19,4.835
00.87.66,12,0,0.0
00.87.66,20,3,0.763
00.87.66,26,0,0.0
00.87.66,16,3,0.763
00.87.66,21,0,0.0
00.87.66,23,0,0.0
00.87.66,3,0,0.0
00.87.66,27,1,0.254
00.87.66,41,115,29.262
00.87.66,5,123,31.298
00.87.66,36,8,2.036
00.87.66,9,24,6.107
00.87.66,6,1,0.254
00.87.66,8,12,3.053
00.87.66,4,73,18.575
00.87.67,17,2,0.264
00.87.67,10,7,0.922
00.87.67,25,78,10.277
00.87.67,12,1,0.132
00.87.67,20,0,0.0
00.87.67,26,0,0.0
00.87.67,16,5,0.659
00.87.67,21,0,0.0
00.87.67,23,1,0.132
00.87.67,3,0,0.0
00.87.67,27,6,0.791
00.87.67,41,87,11.462
00.87.67,5,142,18.709
00.87.67,36,34,4.48
00.87.67,9,126,16.601
00.87.67,6,6,0.791
00.87.67,8,12,1.581
00.87.67,4,252,33.202
00.01.01,17,3,0.196
00.01.01,10,9,0.589
00.01.01,25,162,10.609
00.01.01,12,2,0.131
00.01.01,20,3,0.196
00.01.01,26,2,0.131
00.01.01,16,8,0.524
00.01.01,21,1,0.065
00.01.01,23,2,0.131
00.01.01,3,4,0.262
00.01.01,27,2,0.131
00.01.01,41,629,41.192
00.01.01,5,108,7.073
00.01.01,36,102,6.68
00.01.01,9,199,13.032
00.01.01,6,2,0.131
00.01.01,8,39,2.554
00.01.01,4,250,16.372
00.01.02,17,2,0.217
00.01.02,10,13,1.408
00.01.02,25,90,9.751
00.01.02,12,1,0.108
00.01.02,20,3,0.325
00.01.02,26,0,0.0
00.01.02,16,8,0.867
00.01.02,21,0,0.0
00.01.02,23,0,0.0
00.01.02,3,3,0.325
00.01.02,27,1,0.108
00.01.02,41,351,38.028
00.01.02,5,83,8.992
00.01.02,36,44,4.767
00.01.02,9,132,14.301
00.01.02,6,1,0.108
00.01.02,8,28,3.034
00.01.02,4,163,17.66
00.01.03,17,0,0.0
00.01.03,10,6,0.845
00.01.03,25,69,9.718
00.01.03,12,1,0.141
00.01.03,20,0,0.0
00.01.03,26,0,0.0
00.01.03,16,7,0.986
00.01.03,21,1,0.141
00.01.03,23,3,0.423
00.01.03,3,3,0.423
00.01.03,27,1,0.141
00.01.03,41,315,44.366
00.01.03,5,56,7.887
00.01.03,36,38,5.352
00.01.03,9,90,12.676
00.01.03,6,3,0.423
00.01.03,8,25,3.521
00.01.03,4,92,12.958
00.01.04,17,1,0.107
00.01.04,10,7,0.752
00.01.04,25,106,11.386
00.01.04,12,0,0.0
00.01.04,20,2,0.215
00.01.04,26,0,0.0
00.01.04,16,9,0.967
00.01.04,21,2,0.215
00.01.04,23,2,0.215
00.01.04,3,3,0.322
00.01.04,27,3,0.322
00.01.04,41,369,39.635
00.01.04,5,61,6.552
00.01.04,36,40,4.296
00.01.04,9,135,14.501
00.01.04,6,6,0.644
00.01.04,8,30,3.222
00.01.04,4,155,16.649
00.01.05,17,2,0.184
00.01.05,10,7,0.645
00.01.05,25,115,10.599
00.01.05,12,1,0.092
00.01.05,20,7,0.645
00.01.05,26,0,0.0
00.01.05,16,3,0.276
00.01.05,21,0,0.0
00.01.05,23,1,0.092
00.01.05,3,3,0.276
00.01.05,27,1,0.092
00.01.05,41,449,41.382
00.01.05,5,68,6.267
00.01.05,36,61,5.622
00.01.05,9,170,15.668
00.01.05,6,0,0.0
00.01.05,8,25,2.304
00.01.05,4,172,15.853
00.01.06,17,2,0.232
00.01.06,10,9,1.045
00.01.06,25,99,11.498
00.01.06,12,1,0.116
00.01.06,20,1,0.116
00.01.06,26,2,0.232
00.01.06,16,7,0.813
00.01.06,21,0,0.0
00.01.06,23,0,0.0
00.01.06,3,1,0.116
00.01.06,27,6,0.697
00.01.06,41,322,37.398
00.01.06,5,66,7.666
00.01.06,36,42,4.878
00.01.06,9,119,13.821
00.01.06,6,2,0.232
00.01.06,8,21,2.439
00.01.06,4,161,18.699
00.01.07,17,1,0.099
00.01.07,10,10,0.989
00.01.07,25,94,9.298
00.01.07,12,0,0.0
00.01.07,20,4,0.396
00.01.07,26,0,0.0
00.01.07,16,2,0.198
00.01.07,21,3,0.297
00.01.07,23,2,0.198
00.01.07,3,1,0.099
00.01.07,27,2,0.198
00.01.07,41,376,37.191
00.01.07,5,73,7.221
00.01.07,36,67,6.627
00.01.07,9,159,15.727
00.01.07,6,0,0.0
00.01.07,8,35,3.462
00.01.07,4,182,18.002
00.01.08,17,0,0.0
00.01.08,10,14,1.474
00.01.08,25,100,10.526
00.01.08,12,0,0.0
00.01.08,20,1,0.105
00.01.08,26,0,0.0
00.01.08,16,10,1.053
00.01.08,21,2,0.211
00.01.08,23,0,0.0
00.01.08,3,0,0.0
00.01.08,27,2,0.211
00.01.08,41,374,39.368
00.01.08,5,64,6.737
00.01.08,36,64,6.737
00.01.08,9,119,12.526
00.01.08,6,4,0.421
00.01.08,8,37,3.895
00.01.08,4,159,16.737
00.01.09,17,2,0.215
00.01.09,10,9,0.967
00.01.09,25,115,12.352
00.01.09,12,1,0.107
00.01.09,20,1,0.107
00.01.09,26,0,0.0
00.01.09,16,7,0.752
00.01.09,21,3,0.322
00.01.09,23,1,0.107
00.01.09,3,2,0.215
00.01.09,27,1,0.107
00.01.09,41,323,34.694
00.01.09,5,64,6.874
00.01.09,36,45,4.834
00.01.09,9,109,11.708
00.01.09,6,1,0.107
00.01.09,8,25,2.685
00.01.09,4,222,23.845
00.01.10,17,0,0.0
00.01.10,10,9,0.885
00.01.10,25,117,11.504
00.01.10,12,0,0.0
00.01.10,20,1,0.098
00.01.10,26,0,0.0
00.01.10,16,4,0.393
00.01.10,21,1,0.098
00.01.10,23,1,0.098
00.01.10,3,1,0.098
00.01.10,27,0,0.0
00.01.10,41,380,37.365
00.01.10,5,70,6.883
00.01.10,36,60,5.9
00.01.10,9,169,16.618
00.01.10,6,8,0.787
00.01.10,8,32,3.147
00.01.10,4,164,16.126
00.01.11,17,2,0.13
00.01.11,10,17,1.108
00.01.11,25,168,10.952
00.01.11,12,0,0.0
00.01.11,20,5,0.326
00.01.11,26,0,0.0
00.01.11,16,5,0.326
00.01.11,21,3,0.196
00.01.11,23,5,0.326
00.01.11,3,3,0.196
00.01.11,27,4,0.261
00.01.11,41,657,42.829
00.01.11,5,98,6.389
00.01.11,36,91,5.932
00.01.11,9,208,13.559
00.01.11,6,2,0.13
00.01.11,8,57,3.716
00.01.11,4,209,13.625
00.01.12,17,0,0.0
00.01.12,10,7,0.894
00.01.12,25,79,10.089
00.01.12,12,0,0.0
00.01.12,20,3,0.383
00.01.12,26,0,0.0
00.01.12,16,4,0.511
00.01.12,21,0,0.0
00.01.12,23,0,0.0
00.01.12,3,0,0.0
00.01.12,27,1,0.128
00.01.12,41,363,46.36
00.01.12,5,43,5.492
00.01.12,36,25,3.193
00.01.12,9,105,13.41
00.01.12,6,1,0.128
00.01.12,8,17,2.171
00.01.12,4,135,17.241
00.01.13,17,0,0.0
00.01.13,10,7,0.903
00.01.13,25,77,9.935
00.01.13,12,2,0.258
00.01.13,20,4,0.516
00.01.13,26,0,0.0
00.01.13,16,3,0.387
00.01.13,21,0,0.0
00.01.13,23,0,0.0
00.01.13,3,1,0.129
00.01.13,27,2,0.258
00.01.13,41,285,36.774
00.01.13,5,79,10.194
00.01.13,36,35,4.516
00.01.13,9,130,16.774
00.01.13,6,3,0.387
00.01.13,8,16,2.065
00.01.13,4,131,16.903
00.01.14,17,1,0.11
00.01.14,10,10,1.1
00.01.14,25,103,11.331
00.01.14,12,1,0.11
00.01.14,20,0,0.0
00.01.14,26,0,0.0
00.01.14,16,7,0.77
00.01.14,21,1,0.11
00.01.14,23,1,0.11
00.01.14,3,0,0.0
00.01.14,27,2,0.22
00.01.14,41,345,37.954
00.01.14,5,71,7.811
00.01.14,36,47,5.171
00.01.14,9,125,13.751
00.01.14,6,1,0.11
00.01.14,8,31,3.41
00.01.14,4,163,17.932
00.01.15,17,0,0.0
00.01.15,10,10,1.067
00.01.15,25,92,9.819
00.01.15,12,0,0.0
00.01.15,20,4,0.427
00.01.15,26,1,0.107
00.01.15,16,10,1.067
00.01.15,21,0,0.0
00.01.15,23,0,0.0
00.01.15,3,0,0.0
00.01.15,27,1,0.107
00.01.15,41,341,36.393
00.01.15,5,82,8.751
00.01.15,36,50,5.336
00.01.15,9,143,15.261
00.01.15,6,2,0.213
00.01.15,8,37,3.949
00.01.15,4,164,17.503
00.01.16,17,1,0.061
00.01.16,10,14,0.847
00.01.16,25,180,10.896
00.01.16,12,2,0.121
00.01.16,20,1,0.061
00.01.16,26,1,0.061
00.01.16,16,6,0.363
00.01.16,21,4,0.242
00.01.16,23,3,0.182
00.01.16,3,2,0.121
00.01.16,27,4,0.242
00.01.16,41,681,41.223
00.01.16,5,121,7.324
00.01.16,36,85,5.145
00.01.16,9,274,16.586
00.01.16,6,3,0.182
00.01.16,8,43,2.603
00.01.16,4,227,13.741
00.01.17,17,1,0.068
00.01.17,10,15,1.015
00.01.17,25,165,11.164
00.01.17,12,1,0.068
00.01.17,20,1,0.068
00.01.17,26,0,0.0
00.01.17,16,11,0.744
00.01.17,21,1,0.068
00.01.17,23,6,0.406
00.01.17,3,1,0.068
00.01.17,27,1,0.068
00.01.17,41,568,38.43
00.01.17,5,102,6.901
00.01.17,36,83,5.616
00.01.17,9,232,15.697
00.01.17,6,2,0.135
00.01.17,8,55,3.721
00.01.17,4,233,15.765
00.01.18,17,0,0.0
00.01.18,10,10,1.104
00.01.18,25,123,13.576
00.01.18,12,0,0.0
00.01.18,20,0,0.0
00.01.18,26,0,0.0
00.01.18,16,2,0.221
00.01.18,21,0,0.0
00.01.18,23,2,0.221
00.01.18,3,1,0.11
00.01.18,27,2,0.221
00.01.18,41,298,32.892
00.01.18,5,68,7.506
00.01.18,36,59,6.512
00.01.18,9,143,15.784
00.01.18,6,3,0.331
00.01.18,8,31,3.422
00.01.18,4,164,18.102
00.01.19,17,0,0.0
00.01.19,10,15,1.623
00.01.19,25,110,11.905
00.01.19,12,0,0.0
00.01.19,20,4,0.433
00.01.19,26,1,0.108
00.01.19,16,6,0.649
00.01.19,21,2,0.216
00.01.19,23,0,0.0
00.01.19,3,0,0.0
00.01.19,27,2,0.216
00.01.19,41,363,39.286
00.01.19,5,70,7.576
00.01.19,36,49,5.303
00.01.19,9,143,15.476
00.01.19,6,1,0.108
00.01.19,8,27,2.922
00.01.19,4,131,14.177
00.01.20,17,0,0.0
00.01.20,10,10,0.954
00.01.20,25,106,10.115
00.01.20,12,1,0.095
00.01.20,20,0,0.0
00.01.20,26,0,0.0
00.01.20,16,2,0.191
00.01.20,21,0,0.0
00.01.20,23,1,0.095
00.01.20,3,1,0.095
00.01.20,27,7,0.668
00.01.20,41,405,38.645
00.01.20,5,86,8.206
00.01.20,36,52,4.962
00.01.20,9,178,16.985
00.01.20,6,5,0.477
00.01.20,8,28,2.672
00.01.20,4,166,15.84
00.01.21,17,1,0.108
00.01.21,10,6,0.648
00.01.21,25,102,11.015
00.01.21,12,1,0.108
00.01.21,20,1,0.108
00.01.21,26,0,0.0
00.01.21,16,7,0.756
00.01.21,21,6,0.648
00.01.21,23,1,0.108
00.01.21,3,0,0.0
00.01.21,27,1,0.108
00.01.21,41,344,37.149
00.01.21,5,93,10.043
00.01.21,36,38,4.104
00.01.21,9,153,16.523
00.01.21,6,2,0.216
00.01.21,8,18,1.944
00.01.21,4,152,16.415
00.01.22,17,0,0.0
00.01.22,10,6,0.549
00.01.22,25,116,10.623
00.01.22,12,1,0.092
00.01.22,20,0,0.0
00.01.22,26,0,0.0
00.01.22,16,3,0.275
00.01.22,21,1,0.092
00.01.22,23,2,0.183
00.01.22,3,1,0.092
00.01.22,27,3,0.275
00.01.22,41,403,36.905
00.01.22,5,66,6.044
00.01.22,36,61,5.586
00.01.22,9,198,18.132
00.01.22,6,3,0.275
00.01.22,8,31,2.839
00.01.22,4,197,18.04
00.01.23,17,3,0.204
00.01.23,10,16,1.088
00.01.23,25,174,11.829
00.01.23,12,1,0.068
00.01.23,20,5,0.34
00.01.23,26,0,0.0
00.01.23,16,8,0.544
00.01.23,21,1,0.068
00.01.23,23,1,0.068
00.01.23,3,2,0.136
00.01.23,27,3,0.204
00.01.23,41,613,41.672
00.01.23,5,92,6.254
00.01.23,36,75,5.099
00.01.23,9,232,15.772
00.01.23,6,3,0.204
00.01.23,8,32,2.175
00.01.23,4,210,14.276
00.01.24,17,3,0.206
00.01.24,10,7,0.48
00.01.24,25,172,11.797
00.01.24,12,4,0.274
00.01.24,20,3,0.206
00.01.24,26,1,0.069
00.01.24,16,9,0.617
00.01.24,21,1,0.069
00.01.24,23,2,0.137
00.01.24,3,0,0.0
00.01.24,27,2,0.137
00.01.24,41,604,41.427
00.01.24,5,112,7.682
00.01.24,36,79,5.418
00.01.24,9,214,14.678
00.01.24,6,1,0.069
00.01.24,8,39,2.675
00.01.24,4,205,14.06
00.01.25,17,3,0.254
00.01.25,10,14,1.183
00.01.25,25,122,10.313
00.01.25,12,0,0.0
00.01.25,20,3,0.254
00.01.25,26,0,0.0
00.01.25,16,5,0.423
00.01.25,21,0,0.0
00.01.25,23,1,0.085
00.01.25,3,1,0.085
00.01.25,27,0,0.0
00.01.25,41,498,42.096
00.01.25,5,63,5.325
00.01.25,36,39,3.297
00.01.25,9,231,19.527
00.01.25,6,4,0.338
00.01.25,8,36,3.043
00.01.25,4,163,13.779
00.01.26,17,0,0.0
00.01.26,10,7,0.716
00.01.26,25,116,11.861
00.01.26,12,0,0.0
00.01.26,20,2,0.204
00.01.26,26,1,0.102
00.01.26,16,5,0.511
00.01.26,21,2,0.204
00.01.26,23,2,0.204
00.01.26,3,0,0.0
00.01.26,27,1,0.102
00.01.26,41,354,36.196
00.01.26,5,63,6.442
00.01.26,36,53,5.419
00.01.26,9,188,19.223
00.01.26,6,1,0.102
00.01.26,8,31,3.17
00.01.26,4,152,15.542
00.01.27,17,0,0.0
00.01.27,10,8,0.849
00.01.27,25,108,11.465
00.01.27,12,1,0.106
00.01.27,20,0,0.0
00.01.27,26,0,0.0
00.01.27,16,7,0.743
00.01.27,21,0,0.0
00.01.27,23,0,0.0
00.01.27,3,2,0.212
00.01.27,27,2,0.212
00.01.27,41,372,39.49
00.01.27,5,60,6.369
00.01.27,36,46,4.883
00.01.27,9,181,19.214
00.01.27,6,2,0.212
00.01.27,8,29,3.079
00.01.27,4,124,13.163
00.01.28,17,0,0.0
00.01.28,10,9,0.901
00.01.28,25,116,11.612
00.01.28,12,0,0.0
00.01.28,20,1,0.1
00.01.28,26,0,0.0
00.01.28,16,3,0.3
00.01.28,21,2,0.2
00.01.28,23,2,0.2
00.01.28,3,0,0.0
00.01.28,27,3,0.3
00.01.28,41,402,40.24
00.01.28,5,64,6.406
00.01.28,36,60,6.006
00.01.28,9,151,15.115
00.01.28,6,3,0.3
00.01.28,8,25,2.503
00.01.28,4,158,15.816
00.01.29,17,1,0.081
00.01.29,10,18,1.45
00.01.29,25,134,10.798
00.01.29,12,0,0.0
00.01.29,20,3,0.242
00.01.29,26,0,0.0
00.01.29,16,9,0.725
00.01.29,21,2,0.161
00.01.29,23,0,0.0
00.01.29,3,1,0.081
00.01.29,27,3,0.242
00.01.29,41,564,45.447
00.01.29,5,89,7.172
00.01.29,36,55,4.432
00.01.29,9,127,10.234
00.01.29,6,4,0.322
00.01.29,8,52,4.19
00.01.29,4,179,14.424
00.01.30,17,1,0.119
00.01.30,10,7,0.836
00.01.30,25,93,11.111
00.01.30,12,1,0.119
00.01.30,20,2,0.239
00.01.30,26,0,0.0
00.01.30,16,7,0.836
00.01.30,21,2,0.239
00.01.30,23,2,0.239
00.01.30,3,1,0.119
00.01.30,27,3,0.358
00.01.30,41,417,49.821
00.01.30,5,64,7.646
00.01.30,36,13,1.553
00.01.30,9,97,11.589
00.01.30,6,2,0.239
00.01.30,8,22,2.628
00.01.30,4,103,12.306
00.01.31,17,2,0.192
00.01.31,10,8,0.767
00.01.31,25,131,12.56
00.01.31,12,0,0.0
00.01.31,20,3,0.288
00.01.31,26,0,0.0
00.01.31,16,3,0.288
00.01.31,21,0,0.0
00.01.31,23,1,0.096
00.01.31,3,0,0.0
00.01.31,27,1,0.096
00.01.31,41,592,56.759
00.01.31,5,62,5.944
00.01.31,36,16,1.534
00.01.31,9,80,7.67
00.01.31,6,2,0.192
00.01.31,8,31,2.972
00.01.31,4,111,10.642
00.01.32,17,3,0.244
00.01.32,10,6,0.487
00.01.32,25,95,7.711
00.01.32,12,0,0.0
00.01.32,20,3,0.244
00.01.32,26,1,0.081
00.01.32,16,7,0.568
00.01.32,21,2,0.162
00.01.32,23,1,0.081
00.01.32,3,1,0.081
00.01.32,27,3,0.244
00.01.32,41,823,66.802
00.01.32,5,43,3.49
00.01.32,36,28,2.273
00.01.32,9,76,6.169
00.01.32,6,2,0.162
00.01.32,8,28,2.273
00.01.32,4,110,8.929
00.01.33,17,1,0.112
00.01.33,10,8,0.897
00.01.33,25,92,10.314
00.01.33,12,0,0.0
00.01.33,20,11,1.233
00.01.33,26,3,0.336
00.01.33,16,6,0.673
00.01.33,21,1,0.112
00.01.33,23,1,0.112
00.01.33,3,2,0.224
00.01.33,27,1,0.112
00.01.33,41,420,47.085
00.01.33,5,64,7.175
00.01.33,36,27,3.027
00.01.33,9,101,11.323
00.01.33,6,1,0.112
00.01.33,8,31,3.475
00.01.33,4,122,13.677
00.01.34,17,1,0.459
00.01.34,10,3,1.376
00.01.34,25,22,10.092
00.01.34,12,0,0.0
00.01.34,20,0,0.0
00.01.34,26,0,0.0
00.01.34,16,2,0.917
00.01.34,21,4,1.835
00.01.34,23,1,0.459
00.01.34,3,0,0.0
00.01.34,27,0,0.0
00.01.34,41,99,45.413
00.01.34,5,17,7.798
00.01.34,36,10,4.587
00.01.34,9,22,10.092
00.01.34,6,0,0.0
00.01.34,8,10,4.587
00.01.34,4,27,12.385
00.02.01,17,2,0.179
00.02.01,10,13,1.166
00.02.01,25,126,11.3
00.02.01,12,1,0.09
00.02.01,20,1,0.09
00.02.01,26,0,0.0
00.02.01,16,5,0.448
00.02.01,21,1,0.09
00.02.01,23,0,0.0
00.02.01,3,1,0.09
00.02.01,27,1,0.09
00.02.01,41,434,38.924
00.02.01,5,81,7.265
00.02.01,36,66,5.919
00.02.01,9,198,17.758
00.02.01,6,1,0.09
00.02.01,8,18,1.614
00.02.01,4,166,14.888
00.02.02,17,3,0.286
00.02.02,10,9,0.859
00.02.02,25,137,13.073
00.02.02,12,1,0.095
00.02.02,20,2,0.191
00.02.02,26,0,0.0
00.02.02,16,1,0.095
00.02.02,21,1,0.095
00.02.02,23,4,0.382
00.02.02,3,0,0.0
00.02.02,27,0,0.0
00.02.02,41,411,39.218
00.02.02,5,76,7.252
00.02.02,36,54,5.153
00.02.02,9,200,19.084
00.02.02,6,4,0.382
00.02.02,8,15,1.431
00.02.02,4,130,12.405
00.02.03,17,2,0.174
00.02.03,10,10,0.872
00.02.03,25,130,11.334
00.02.03,12,0,0.0
00.02.03,20,1,0.087
00.02.03,26,0,0.0
00.02.03,16,4,0.349
00.02.03,21,2,0.174
00.02.03,23,3,0.262
00.02.03,3,2,0.174
00.02.03,27,2,0.174
00.02.03,41,489,42.633
00.02.03,5,79,6.888
00.02.03,36,57,4.969
00.02.03,9,161,14.037
00.02.03,6,4,0.349
00.02.03,8,28,2.441
00.02.03,4,173,15.083
00.02.04,17,0,0.0
00.02.04,10,7,0.62
00.02.04,25,139,12.312
00.02.04,12,2,0.177
00.02.04,20,0,0.0
00.02.04,26,0,0.0
00.02.04,16,3,0.266
00.02.04,21,0,0.0
00.02.04,23,2,0.177
00.02.04,3,1,0.089
00.02.04,27,0,0.0
00.02.04,41,431,38.175
00.02.04,5,60,5.314
00.02.04,36,59,5.226
00.02.04,9,226,20.018
00.02.04,6,1,0.089
00.02.04,8,19,1.683
00.02.04,4,179,15.855
00.02.05,17,1,0.079
00.02.05,10,4,0.315
00.02.05,25,156,12.293
00.02.05,12,1,0.079
00.02.05,20,3,0.236
00.02.05,26,0,0.0
00.02.05,16,2,0.158
00.02.05,21,2,0.158
00.02.05,23,0,0.0
00.02.05,3,1,0.079
00.02.05,27,3,0.236
00.02.05,41,539,42.474
00.02.05,5,71,5.595
00.02.05,36,69,5.437
00.02.05,9,230,18.125
00.02.05,6,2,0.158
00.02.05,8,20,1.576
00.02.05,4,165,13.002
00.02.06,17,0,0.0
00.02.06,10,1,0.102
00.02.06,25,116,11.825
00.02.06,12,0,0.0
00.02.06,20,3,0.306
00.02.06,26,0,0.0
00.02.06,16,0,0.0
00.02.06,21,2,0.204
00.02.06,23,0,0.0
00.02.06,3,0,0.0
00.02.06,27,3,0.306
00.02.06,41,382,38.94
00.02.06,5,59,6.014
00.02.06,36,45,4.587
00.02.06,9,197,20.082
00.02.06,6,0,0.0
00.02.06,8,14,1.427
00.02.06,4,159,16.208
00.02.07,17,0,0.0
00.02.07,10,3,0.368
00.02.07,25,82,10.061
00.02.07,12,0,0.0
00.02.07,20,3,0.368
00.02.07,26,0,0.0
00.02.07,16,3,0.368
00.02.07,21,1,0.123
00.02.07,23,1,0.123
00.02.07,3,1,0.123
00.02.07,27,0,0.0
00.02.07,41,307,37.669
00.02.07,5,59,7.239
00.02.07,36,36,4.417
00.02.07,9,182,22.331
00.02.07,6,1,0.123
00.02.07,8,7,0.859
00.02.07,4,129,15.828
00.02.08,17,1,0.09
00.02.08,10,5,0.45
00.02.08,25,123,11.081
00.02.08,12,0,0.0
00.02.08,20,1,0.09
00.02.08,26,0,0.0
00.02.08,16,2,0.18
00.02.08,21,2,0.18
00.02.08,23,0,0.0
00.02.08,3,3,0.27
00.02.08,27,2,0.18
00.02.08,41,437,39.369
00.02.08,5,60,5.405
00.02.08,36,79,7.117
00.02.08,9,195,17.568
00.02.08,6,2,0.18
00.02.08,8,28,2.523
00.02.08,4,170,15.315
00.02.09,17,2,0.218
00.02.09,10,6,0.653
00.02.09,25,145,15.778
00.02.09,12,3,0.326
00.02.09,20,1,0.109
00.02.09,26,0,0.0
00.02.09,16,2,0.218
00.02.09,21,0,0.0
00.02.09,23,1,0.109
00.02.09,3,0,0.0
00.02.09,27,2,0.218
00.02.09,41,374,40.696
00.02.09,5,47,5.114
00.02.09,36,58,6.311
00.02.09,9,146,15.887
00.02.09,6,2,0.218
00.02.09,8,24,2.612
00.02.09,4,106,11.534
00.02.10,17,1,0.1
00.02.10,10,8,0.8
00.02.10,25,124,12.4
00.02.10,12,1,0.1
00.02.10,20,1,0.1
00.02.10,26,0,0.0
00.02.10,16,1,0.1
00.02.10,21,1,0.1
00.02.10,23,5,0.5
00.02.10,3,0,0.0
00.02.10,27,2,0.2
00.02.10,41,407,40.7
00.02.10,5,57,5.7
