division_alias,party_number,votes,percent
00.70.08,3,1,0.133
00.70.08,27,0,0.0
00.70.08,41,413,54.775
00.70.08,5,49,6.499
00.70.08,36,29,3.846
00.70.08,9,42,5.57
00.70.08,6,2,0.265
00.70.08,8,8,1.061
00.70.08,4,108,14.324
00.70.09,17,0,0.0
00.70.09,10,5,0.577
00.70.09,25,46,5.306
00.70.09,12,1,0.115
00.70.09,20,0,0.0
00.70.09,26,0,0.0
00.70.09,16,6,0.692
00.70.09,21,0,0.0
00.70.09,23,3,0.346
00.70.09,3,1,0.115
00.70.09,27,1,0.115
00.70.09,41,578,66.667
00.70.09,5,48,5.536
00.70.09,36,26,2.999
00.70.09,9,46,5.306
00.70.09,6,3,0.346
00.70.09,8,21,2.422
00.70.09,4,82,9.458
00.70.10,17,3,0.396
00.70.10,10,6,0.792
00.70.10,25,59,7.784
00.70.10,12,0,0.0
00.70.10,20,3,0.396
00.70.10,26,0,0.0
00.70.10,16,4,0.528
00.70.10,21,0,0.0
00.70.10,23,1,0.132
00.70.10,3,0,0.0
00.70.10,27,4,0.528
00.70.10,41,430,56.728
00.70.10,5,65,8.575
00.70.10,36,28,3.694
00.70.10,9,40,5.277
00.70.10,6,4,0.528
00.70.10,8,12,1.583
00.70.10,4,99,13.061
00.70.11,17,0,0.0
00.70.11,10,6,0.781
00.70.11,25,65,8.464
00.70.11,12,0,0.0
00.70.11,20,0,0.0
00.70.11,26,0,0.0
00.70.11,16,8,1.042
00.70.11,21,0,0.0
00.70.11,23,1,0.13
00.70.11,3,3,0.391
00.70.11,27,5,0.651
00.70.11,41,360,46.875
00.70.11,5,78,10.156
00.70.11,36,31,4.036
00.70.11,9,56,7.292
00.70.11,6,4,0.521
00.70.11,8,21,2.734
00.70.11,4,130,16.927
00.70.12,17,1,0.072
00.70.12,10,5,0.36
00.70.12,25,138,9.942
00.70.12,12,1,0.072
00.70.12,20,4,0.288
00.70.12,26,1,0.072
00.70.12,16,9,0.648
00.70.12,21,1,0.072
00.70.12,23,0,0.0
00.70.12,3,10,0.72
00.70.12,27,2,0.144
00.70.12,41,640,46.11
00.70.12,5,149,10.735
00.70.12,36,53,3.818
00.70.12,9,122,8.79
00.70.12,6,5,0.36
00.70.12,8,26,1.873
00.70.12,4,221,15.922
00.70.13,17,1,0.125
00.70.13,10,8,1.004
00.70.13,25,87,10.916
00.70.13,12,1,0.125
00.70.13,20,2,0.251
00.70.13,26,0,0.0
00.70.13,16,3,0.376
00.70.13,21,0,0.0
00.70.13,23,1,0.125
00.70.13,3,2,0.251
00.70.13,27,0,0.0
00.70.13,41,408,51.192
00.70.13,5,64,8.03
00.70.13,36,27,3.388
00.70.13,9,37,4.642
00.70.13,6,5,0.627
00.70.13,8,15,1.882
00.70.13,4,136,17.064
00.70.14,17,2,0.234
00.70.14,10,8,0.937
00.70.14,25,70,8.197
00.70.14,12,1,0.117
00.70.14,20,1,0.117
00.70.14,26,1,0.117
00.70.14,16,7,0.82
00.70.14,21,1,0.117
00.70.14,23,2,0.234
00.70.14,3,1,0.117
00.70.14,27,1,0.117
00.70.14,41,441,51.639
00.70.14,5,77,9.016
00.70.14,36,33,3.864
00.70.14,9,64,7.494
00.70.14,6,4,0.468
00.70.14,8,10,1.171
00.70.14,4,130,15.222
00.70.15,17,0,0.0
00.70.15,10,1,0.125
00.70.15,25,82,10.276
00.70.15,12,0,0.0
00.70.15,20,3,0.376
00.70.15,26,1,0.125
00.70.15,16,2,0.251
00.70.15,21,4,0.501
00.70.15,23,0,0.0
00.70.15,3,2,0.251
00.70.15,27,3,0.376
00.70.15,41,374,46.867
00.70.15,5,87,10.902
00.70.15,36,20,2.506
00.70.15,9,51,6.391
00.70.15,6,4,0.501
00.70.15,8,17,2.13
00.70.15,4,147,18.421
00.70.16,17,1,0.074
00.70.16,10,5,0.369
00.70.16,25,107,7.897
00.70.16,12,0,0.0
00.70.16,20,7,0.517
00.70.16,26,2,0.148
00.70.16,16,8,0.59
00.70.16,21,1,0.074
00.70.16,23,2,0.148
00.70.16,3,2,0.148
00.70.16,27,3,0.221
00.70.16,41,721,53.21
00.70.16,5,140,10.332
00.70.16,36,33,2.435
00.70.16,9,93,6.863
00.70.16,6,11,0.812
00.70.16,8,17,1.255
00.70.16,4,202,14.908
00.70.17,17,1,0.148
00.70.17,10,1,0.148
00.70.17,25,69,10.222
00.70.17,12,1,0.148
00.70.17,20,0,0.0
00.70.17,26,0,0.0
00.70.17,16,4,0.593
00.70.17,21,2,0.296
00.70.17,23,0,0.0
00.70.17,3,1,0.148
00.70.17,27,0,0.0
00.70.17,41,345,51.111
00.70.17,5,66,9.778
00.70.17,36,19,2.815
00.70.17,9,45,6.667
00.70.17,6,1,0.148
00.70.17,8,14,2.074
00.70.17,4,106,15.704
00.70.18,17,3,0.331
00.70.18,10,7,0.773
00.70.18,25,85,9.392
00.70.18,12,3,0.331
00.70.18,20,2,0.221
00.70.18,26,1,0.11
00.70.18,16,6,0.663
00.70.18,21,0,0.0
00.70.18,23,1,0.11
00.70.18,3,2,0.221
00.70.18,27,2,0.221
00.70.18,41,395,43.646
00.70.18,5,119,13.149
00.70.18,36,28,3.094
00.70.18,9,67,7.403
00.70.18,6,7,0.773
00.70.18,8,17,1.878
00.70.18,4,160,17.68
00.70.19,17,1,0.128
00.70.19,10,8,1.024
00.70.19,25,87,11.14
00.70.19,12,1,0.128
00.70.19,20,3,0.384
00.70.19,26,0,0.0
00.70.19,16,9,1.152
00.70.19,21,0,0.0
00.70.19,23,0,0.0
00.70.19,3,2,0.256
00.70.19,27,0,0.0
00.70.19,41,362,46.351
00.70.19,5,108,13.828
00.70.19,36,22,2.817
00.70.19,9,43,5.506
00.70.19,6,7,0.896
00.70.19,8,9,1.152
00.70.19,4,119,15.237
00.70.20,17,0,0.0
00.70.20,10,4,0.615
00.70.20,25,54,8.308
00.70.20,12,1,0.154
00.70.20,20,3,0.462
00.70.20,26,0,0.0
00.70.20,16,4,0.615
00.70.20,21,1,0.154
00.70.20,23,0,0.0
00.70.20,3,1,0.154
00.70.20,27,3,0.462
00.70.20,41,328,50.462
00.70.20,5,72,11.077
00.70.20,36,20,3.077
00.70.20,9,36,5.538
00.70.20,6,2,0.308
00.70.20,8,8,1.231
00.70.20,4,113,17.385
00.70.21,17,0,0.0
00.70.21,10,2,0.276
00.70.21,25,49,6.759
00.70.21,12,1,0.138
00.70.21,20,0,0.0
00.70.21,26,4,0.552
00.70.21,16,6,0.828
00.70.21,21,0,0.0
00.70.21,23,0,0.0
00.70.21,3,0,0.0
00.70.21,27,3,0.414
00.70.21,41,349,48.138
00.70.21,5,113,15.586
00.70.21,36,28,3.862
00.70.21,9,46,6.345
00.70.21,6,10,1.379
00.70.21,8,9,1.241
00.70.21,4,105,14.483
00.70.22,17,0,0.0
00.70.22,10,6,0.463
00.70.22,25,129,9.961
00.70.22,12,4,0.309
00.70.22,20,1,0.077
00.70.22,26,2,0.154
00.70.22,16,4,0.309
00.70.22,21,2,0.154
00.70.22,23,0,0.0
00.70.22,3,5,0.386
00.70.22,27,3,0.232
00.70.22,41,628,48.494
00.70.22,5,117,9.035
00.70.22,36,54,4.17
00.70.22,9,98,7.568
00.70.22,6,8,0.618
00.70.22,8,24,1.853
00.70.22,4,210,16.216
00.70.23,17,4,0.322
00.70.23,10,8,0.645
00.70.23,25,97,7.816
00.70.23,12,0,0.0
00.70.23,20,3,0.242
00.70.23,26,1,0.081
00.70.23,16,7,0.564
00.70.23,21,1,0.081
00.70.23,23,0,0.0
00.70.23,3,0,0.0
00.70.23,27,6,0.483
00.70.23,41,529,42.627
00.70.23,5,233,18.775
00.70.23,36,18,1.45
00.70.23,9,58,4.674
00.70.23,6,4,0.322
00.70.23,8,25,2.015
00.70.23,4,247,19.903
00.79.01,17,0,0.0
00.79.01,10,3,0.281
00.79.01,25,122,11.423
00.79.01,12,2,0.187
00.79.01,20,2,0.187
00.79.01,26,0,0.0
00.79.01,16,10,0.936
00.79.01,21,2,0.187
00.79.01,23,2,0.187
00.79.01,3,3,0.281
00.79.01,27,2,0.187
00.79.01,41,497,46.536
00.79.01,5,143,13.39
00.79.01,36,36,3.371
00.79.01,9,88,8.24
00.79.01,6,6,0.562
00.79.01,8,27,2.528
00.79.01,4,123,11.517
00.79.02,17,3,0.213
00.79.02,10,4,0.284
00.79.02,25,142,10.078
00.79.02,12,2,0.142
00.79.02,20,4,0.284
00.79.02,26,0,0.0
00.79.02,16,7,0.497
00.79.02,21,3,0.213
00.79.02,23,2,0.142
00.79.02,3,4,0.284
00.79.02,27,3,0.213
00.79.02,41,643,45.635
00.79.02,5,205,14.549
00.79.02,36,39,2.768
00.79.02,9,133,9.439
00.79.02,6,9,0.639
00.79.02,8,24,1.703
00.79.02,4,182,12.917
00.79.03,17,5,0.319
00.79.03,10,13,0.829
00.79.03,25,167,10.651
00.79.03,12,3,0.191
00.79.03,20,4,0.255
00.79.03,26,0,0.0
00.79.03,16,9,0.574
00.79.03,21,0,0.0
00.79.03,23,1,0.064
00.79.03,3,6,0.383
00.79.03,27,5,0.319
00.79.03,41,750,47.832
00.79.03,5,168,10.714
00.79.03,36,57,3.635
00.79.03,9,156,9.949
00.79.03,6,6,0.383
00.79.03,8,25,1.594
00.79.03,4,193,12.309
00.79.04,17,1,0.064
00.79.04,10,10,0.641
00.79.04,25,174,11.154
00.79.04,12,1,0.064
00.79.04,20,3,0.192
00.79.04,26,1,0.064
00.79.04,16,8,0.513
00.79.04,21,5,0.321
00.79.04,23,3,0.192
00.79.04,3,4,0.256
00.79.04,27,0,0.0
00.79.04,41,727,46.603
00.79.04,5,197,12.628
00.79.04,36,48,3.077
00.79.04,9,141,9.038
00.79.04,6,8,0.513
00.79.04,8,22,1.41
00.79.04,4,207,13.269
00.79.05,17,1,0.063
00.79.05,10,13,0.814
00.79.05,25,197,12.336
00.79.05,12,3,0.188
00.79.05,20,3,0.188
00.79.05,26,1,0.063
00.79.05,16,14,0.877
00.79.05,21,2,0.125
00.79.05,23,3,0.188
00.79.05,3,4,0.25
00.79.05,27,1,0.063
00.79.05,41,638,39.95
00.79.05,5,206,12.899
00.79.05,36,62,3.882
00.79.05,9,179,11.209
00.79.05,6,6,0.376
00.79.05,8,24,1.503
00.79.05,4,240,15.028
00.79.06,17,0,0.0
00.79.06,10,9,0.968
00.79.06,25,106,11.398
00.79.06,12,3,0.323
00.79.06,20,0,0.0
00.79.06,26,0,0.0
00.79.06,16,4,0.43
00.79.06,21,1,0.108
00.79.06,23,1,0.108
00.79.06,3,1,0.108
00.79.06,27,0,0.0
00.79.06,41,440,47.312
00.79.06,5,89,9.57
00.79.06,36,52,5.591
00.79.06,9,104,11.183
00.79.06,6,2,0.215
00.79.06,8,12,1.29
00.79.06,4,106,11.398
00.79.07,17,0,0.0
00.79.07,10,5,0.351
00.79.07,25,152,10.667
00.79.07,12,1,0.07
00.79.07,20,8,0.561
00.79.07,26,0,0.0
00.79.07,16,9,0.632
00.79.07,21,1,0.07
00.79.07,23,0,0.0
00.79.07,3,1,0.07
00.79.07,27,0,0.0
00.79.07,41,674,47.298
00.79.07,5,175,12.281
00.79.07,36,53,3.719
00.79.07,9,136,9.544
00.79.07,6,3,0.211
00.79.07,8,22,1.544
00.79.07,4,185,12.982
00.79.08,17,4,0.245
00.79.08,10,5,0.306
00.79.08,25,192,11.765
00.79.08,12,5,0.306
00.79.08,20,7,0.429
00.79.08,26,0,0.0
00.79.08,16,4,0.245
00.79.08,21,1,0.061
00.79.08,23,0,0.0
00.79.08,3,3,0.184
00.79.08,27,4,0.245
00.79.08,41,749,45.895
00.79.08,5,147,9.007
00.79.08,36,82,5.025
00.79.08,9,162,9.926
00.79.08,6,6,0.368
00.79.08,8,22,1.348
00.79.08,4,239,14.645
00.79.09,17,2,0.199
00.79.09,10,2,0.199
00.79.09,25,131,13.035
00.79.09,12,0,0.0
00.79.09,20,0,0.0
00.79.09,26,0,0.0
00.79.09,16,5,0.498
00.79.09,21,2,0.199
00.79.09,23,0,0.0
00.79.09,3,2,0.199
00.79.09,27,2,0.199
00.79.09,41,455,45.274
00.79.09,5,99,9.851
00.79.09,36,54,5.373
00.79.09,9,78,7.761
00.79.09,6,4,0.398
00.79.09,8,11,1.095
00.79.09,4,158,15.721
00.79.10,17,1,0.09
00.79.10,10,9,0.81
00.79.10,25,141,12.691
00.79.10,12,1,0.09
00.79.10,20,3,0.27
00.79.10,26,1,0.09
00.79.10,16,2,0.18
00.79.10,21,1,0.09
00.79.10,23,3,0.27
00.79.10,3,1,0.09
00.79.10,27,4,0.36
00.79.10,41,470,42.304
00.79.10,5,121,10.891
00.79.10,36,41,3.69
00.79.10,9,115,10.351
00.79.10,6,8,0.72
00.79.10,8,23,2.07
00.79.10,4,166,14.941
00.79.11,17,2,0.192
00.79.11,10,2,0.192
00.79.11,25,115,11.036
00.79.11,12,1,0.096
00.79.11,20,1,0.096
00.79.11,26,1,0.096
00.79.11,16,1,0.096
00.79.11,21,2,0.192
00.79.11,23,0,0.0
00.79.11,3,4,0.384
00.79.11,27,0,0.0
00.79.11,41,500,47.985
00.79.11,5,99,9.501
00.79.11,36,46,4.415
00.79.11,9,113,10.845
00.79.11,6,3,0.288
00.79.11,8,8,0.768
00.79.11,4,144,13.82
00.79.12,17,4,0.37
00.79.12,10,6,0.555
00.79.12,25,166,15.342
00.79.12,12,3,0.277
00.79.12,20,4,0.37
00.79.12,26,0,0.0
00.79.12,16,9,0.832
00.79.12,21,4,0.37
00.79.12,23,0,0.0
00.79.12,3,4,0.37
00.79.12,27,3,0.277
00.79.12,41,474,43.808
00.79.12,5,95,8.78
00.79.12,36,31,2.865
00.79.12,9,102,9.427
00.79.12,6,3,0.277
00.79.12,8,21,1.941
00.79.12,4,153,14.14
00.79.13,17,0,0.0
00.79.13,10,5,0.473
00.79.13,25,110,10.417
00.79.13,12,0,0.0
00.79.13,20,6,0.568
00.79.13,26,1,0.095
00.79.13,16,6,0.568
00.79.13,21,0,0.0
00.79.13,23,0,0.0
00.79.13,3,2,0.189
00.79.13,27,2,0.189
00.79.13,41,540,51.136
00.79.13,5,95,8.996
00.79.13,36,34,3.22
00.79.13,9,84,7.955
00.79.13,6,1,0.095
00.79.13,8,11,1.042
00.79.13,4,159,15.057
00.79.14,17,0,0.0
00.79.14,10,7,0.704
00.79.14,25,155,15.594
00.79.14,12,0,0.0
00.79.14,20,4,0.402
00.79.14,26,2,0.201
00.79.14,16,9,0.905
00.79.14,21,1,0.101
00.79.14,23,1,0.101
00.79.14,3,4,0.402
00.79.14,27,1,0.101
00.79.14,41,470,47.284
00.79.14,5,97,9.759
00.79.14,36,23,2.314
00.79.14,9,83,8.35
00.79.14,6,4,0.402
00.79.14,8,8,0.805
00.79.14,4,125,12.575
00.79.15,17,0,0.0
00.79.15,10,0,0.0
00.79.15,25,106,11.447
00.79.15,12,2,0.216
00.79.15,20,3,0.324
00.79.15,26,0,0.0
00.79.15,16,3,0.324
00.79.15,21,0,0.0
00.79.15,23,1,0.108
00.79.15,3,0,0.0
00.79.15,27,1,0.108
00.79.15,41,407,43.952
00.79.15,5,130,14.039
00.79.15,36,25,2.7
00.79.15,9,66,7.127
00.79.15,6,6,0.648
00.79.15,8,8,0.864
00.79.15,4,168,18.143
00.79.16,17,1,0.094
00.79.16,10,8,0.753
00.79.16,25,121,11.383
00.79.16,12,1,0.094
00.79.16,20,5,0.47
00.79.16,26,1,0.094
00.79.16,16,8,0.753
00.79.16,21,2,0.188
00.79.16,23,1,0.094
00.79.16,3,4,0.376
00.79.16,27,3,0.282
00.79.16,41,526,49.483
00.79.16,5,117,11.007
00.79.16,36,34,3.198
00.79.16,9,96,9.031
00.79.16,6,9,0.847
00.79.16,8,14,1.317
00.79.16,4,112,10.536
00.79.17,17,1,0.104
00.79.17,10,8,0.834
00.79.17,25,104,10.845
00.79.17,12,3,0.313
00.79.17,20,3,0.313
00.79.17,26,1,0.104
00.79.17,16,3,0.313
00.79.17,21,1,0.104
00.79.17,23,1,0.104
00.79.17,3,2,0.209
00.79.17,27,2,0.209
00.79.17,41,396,41.293
00.79.17,5,139,14.494
00.79.17,36,31,3.233
00.79.17,9,103,10.74
00.79.17,6,7,0.73
00.79.17,8,13,1.356
00.79.17,4,141,14.703
00.79.18,17,0,0.0
00.79.18,10,5,0.59
00.79.18,25,117,13.797
00.79.18,12,0,0.0
00.79.18,20,3,0.354
00.79.18,26,1,0.118
00.79.18,16,1,0.118
00.79.18,21,4,0.472
00.79.18,23,1,0.118
00.79.18,3,3,0.354
00.79.18,27,0,0.0
00.79.18,41,430,50.708
00.79.18,5,74,8.726
00.79.18,36,23,2.712
00.79.18,9,74,8.726
00.79.18,6,4,0.472
00.79.18,8,13,1.533
00.79.18,4,95,11.203
00.79.19,17,0,0.0
00.79.19,10,4,0.344
00.79.19,25,159,13.683
00.79.19,12,3,0.258
00.79.19,20,1,0.086
00.79.19,26,0,0.0
00.79.19,16,7,0.602
00.79.19,21,1,0.086
00.79.19,23,3,0.258
00.79.19,3,2,0.172
00.79.19,27,1,0.086
00.79.19,41,544,46.816
00.79.19,5,185,15.921
00.79.19,36,30,2.582
00.79.19,9,76,6.54
00.79.19,6,4,0.344
00.79.19,8,14,1.205
00.79.19,4,128,11.015
00.79.20,17,0,0.0
00.79.20,10,4,0.455
00.79.20,25,100,11.364
00.79.20,12,2,0.227
00.79.20,20,6,0.682
00.79.20,26,0,0.0
00.79.20,16,3,0.341
00.79.20,21,1,0.114
00.79.20,23,1,0.114
00.79.20,3,2,0.227
00.79.20,27,3,0.341
00.79.20,41,482,54.773
00.79.20,5,105,11.932
00.79.20,36,20,2.273
00.79.20,9,45,5.114
00.79.20,6,3,0.341
00.79.20,8,7,0.795
00.79.20,4,96,10.909
00.79.21,17,1,0.103
00.79.21,10,4,0.412
00.79.21,25,97,9.99
00.79.21,12,1,0.103
00.79.21,20,8,0.824
00.79.21,26,0,0.0
00.79.21,16,7,0.721
00.79.21,21,0,0.0
00.79.21,23,7,0.721
00.79.21,3,5,0.515
00.79.21,27,0,0.0
00.79.21,41,487,50.154
00.79.21,5,147,15.139
00.79.21,36,15,1.545
00.79.21,9,62,6.385
00.79.21,6,10,1.03
00.79.21,8,13,1.339
00.79.21,4,107,11.02
00.79.22,17,2,0.183
00.79.22,10,5,0.457
00.79.22,25,119,10.878
00.79.22,12,5,0.457
00.79.22,20,2,0.183
00.79.22,26,0,0.0
00.79.22,16,6,0.548
00.79.22,21,1,0.091
00.79.22,23,3,0.274
00.79.22,3,3,0.274
00.79.22,27,1,0.091
00.79.22,41,581,53.108
00.79.22,5,140,12.797
00.79.22,36,26,2.377
00.79.22,9,53,4.845
00.79.22,6,5,0.457
00.79.22,8,14,1.28
00.79.22,4,128,11.7
00.79.23,17,0,0.0
00.79.23,10,3,0.247
00.79.23,25,145,11.924
00.79.23,12,2,0.164
00.79.23,20,5,0.411
00.79.23,26,2,0.164
00.79.23,16,9,0.74
00.79.23,21,1,0.082
00.79.23,23,8,0.658
00.79.23,3,2,0.164
00.79.23,27,2,0.164
00.79.23,41,568,46.711
00.79.23,5,213,17.516
00.79.23,36,22,1.809
00.79.23,9,66,5.428
00.79.23,6,2,0.164
00.79.23,8,9,0.74
00.79.23,4,157,12.911
00.79.24,17,1,0.063
00.79.24,10,14,0.876
00.79.24,25,187,11.702
00.79.24,12,3,0.188
00.79.24,20,2,0.125
00.79.24,26,1,0.063
00.79.24,16,8,0.501
00.79.24,21,2,0.125
00.79.24,23,5,0.313
00.79.24,3,2,0.125
00.79.24,27,2,0.125
00.79.24,41,753,47.121
00.79.24,5,202,12.641
00.79.24,36,59,3.692
00.79.24,9,135,8.448
00.79.24,6,7,0.438
00.79.24,8,15,0.939
00.79.24,4,200,12.516
00.79.25,17,3,0.349
00.79.25,10,2,0.233
00.79.25,25,116,13.488
00.79.25,12,3,0.349
00.79.25,20,2,0.233
00.79.25,26,0,0.0
00.79.25,16,2,0.233
00.79.25,21,1,0.116
00.79.25,23,3,0.349
00.79.25,3,3,0.349
00.79.25,27,1,0.116
00.79.25,41,436,50.698
00.79.25,5,99,11.512
00.79.25,36,14,1.628
00.79.25,9,66,7.674
00.79.25,6,2,0.233
00.79.25,8,9,1.047
00.79.25,4,98,11.395
00.79.26,17,1,0.1
00.79.26,10,2,0.199
00.79.26,25,122,12.151
00.79.26,12,1,0.1
00.79.26,20,2,0.199
00.79.26,26,0,0.0
00.79.26,16,4,0.398
00.79.26,21,1,0.1
00.79.26,23,4,0.398
00.79.26,3,2,0.199
00.79.26,27,2,0.199
00.79.26,41,445,44.323
00.79.26,5,158,15.737
00.79.26,36,35,3.486
00.79.26,9,92,9.163
00.79.26,6,6,0.598
00.79.26,8,7,0.697
00.79.26,4,120,11.952
00.79.27,17,0,0.0
00.79.27,10,2,0.237
00.79.27,25,98,11.598
00.79.27,12,1,0.118
00.79.27,20,2,0.237
00.79.27,26,0,0.0
00.79.27,16,6,0.71
00.79.27,21,3,0.355
00.79.27,23,3,0.355
00.79.27,3,3,0.355
00.79.27,27,3,0.355
00.79.27,41,418,49.467
00.79.27,5,132,15.621
00.79.27,36,21,2.485
00.79.27,9,53,6.272
00.79.27,6,6,0.71
00.79.27,8,14,1.657
00.79.27,4,80,9.467
00.79.28,17,1,0.098
00.79.28,10,10,0.984
00.79.28,25,130,12.795
00.79.28,12,0,0.0
00.79.28,20,3,0.295
00.79.28,26,0,0.0
00.79.28,16,8,0.787
00.79.28,21,1,0.098
00.79.28,23,1,0.098
00.79.28,3,0,0.0
00.79.28,27,1,0.098
00.79.28,41,491,48.327
00.79.28,5,114,11.22
00.79.28,36,22,2.165
00.79.28,9,79,7.776
00.79.28,6,7,0.689
00.79.28,8,11,1.083
00.79.28,4,137,13.484
00.79.29,17,1,0.096
00.79.29,10,5,0.48
00.79.29,25,110,10.567
00.79.29,12,2,0.192
00.79.29,20,1,0.096
00.79.29,26,0,0.0
00.79.29,16,13,1.249
00.79.29,21,1,0.096
00.79.29,23,2,0.192
00.79.29,3,4,0.384
00.79.29,27,3,0.288
00.79.29,41,497,47.743
00.79.29,5,109,10.471
00.79.29,36,33,3.17
00.79.29,9,89,8.549
00.79.29,6,9,0.865
00.79.29,8,18,1.729
00.79.29,4,144,13.833
00.79.30,17,1,0.093
00.79.30,10,7,0.649
00.79.30,25,127,11.77
00.79.30,12,1,0.093
00.79.30,20,1,0.093
00.79.30,26,1,0.093
00.79.30,16,5,0.463
00.79.30,21,0,0.0
00.79.30,23,2,0.185
00.79.30,3,0,0.0
00.79.30,27,4,0.371
00.79.30,41,521,48.285
00.79.30,5,127,11.77
00.79.30,36,29,2.688
00.79.30,9,84,7.785
00.79.30,6,3,0.278
00.79.30,8,14,1.297
00.79.30,4,152,14.087
00.79.31,17,0,0.0
00.79.31,10,2,0.209
00.79.31,25,101,10.543
00.79.31,12,1,0.104
00.79.31,20,3,0.313
00.79.31,26,1,0.104
00.79.31,16,8,0.835
00.79.31,21,0,0.0
00.79.31,23,0,0.0
00.79.31,3,4,0.418
00.79.31,27,1,0.104
00.79.31,41,479,50.0
00.79.31,5,106,11.065
00.79.31,36,28,2.923
00.79.31,9,74,7.724
00.79.31,6,4,0.418
00.79.31,8,13,1.357
00.79.31,4,133,13.883
00.79.32,17,1,0.063
00.79.32,10,5,0.317
00.79.32,25,188,11.929
00.79.32,12,4,0.254
00.79.32,20,4,0.254
00.79.32,26,0,0.0
00.79.32,16,10,0.635
00.79.32,21,1,0.063
00.79.32,23,6,0.381
00.79.32,3,4,0.254
00.79.32,27,3,0.19
00.79.32,41,700,44.416
00.79.32,5,233,14.784
00.79.32,36,40,2.538
00.79.32,9,108,6.853
00.79.32,6,6,0.381
00.79.32,8,24,1.523
00.79.32,4,239,15.165
00.79.33,17,0,0.0
00.79.33,10,2,0.209
00.79.33,25,106,11.065
00.79.33,12,0,0.0
00.79.33,20,2,0.209
00.79.33,26,2,0.209
00.79.33,16,5,0.522
00.79.33,21,0,0.0
00.79.33,23,1,0.104
00.79.33,3,4,0.418
00.79.33,27,1,0.104
00.79.33,41,460,48.017
00.79.33,5,115,12.004
00.79.33,36,27,2.818
00.79.33,9,105,10.96
00.79.33,6,7,0.731
00.79.33,8,14,1.461
00.79.33,4,107,11.169
00.79.34,17,0,0.0
00.79.34,10,3,0.341
00.79.34,25,123,13.961
00.79.34,12,0,0.0
00.79.34,20,5,0.568
00.79.34,26,0,0.0
00.79.34,16,1,0.114
00.79.34,21,4,0.454
00.79.34,23,2,0.227
00.79.34,3,1,0.114
00.79.34,27,1,0.114
00.79.34,41,405,45.97
00.79.34,5,87,9.875
00.79.34,36,27,3.065
00.79.34,9,97,11.01
00.79.34,6,1,0.114
00.79.34,8,21,2.384
00.79.34,4,103,11.691
00.79.35,17,0,0.0
00.79.35,10,8,0.857
00.79.35,25,112,12.004
00.79.35,12,1,0.107
00.79.35,20,5,0.536
00.79.35,26,2,0.214
00.79.35,16,9,0.965
00.79.35,21,1,0.107
00.79.35,23,3,0.322
00.79.35,3,4,0.429
00.79.35,27,1,0.107
00.79.35,41,411,44.051
00.79.35,5,111,11.897
00.79.35,36,30,3.215
00.79.35,9,99,10.611
00.79.35,6,2,0.214
00.79.35,8,15,1.608
00.79.35,4,119,12.755
00.79.36,17,0,0.0
00.79.36,10,9,1.129
00.79.36,25,97,12.171
00.79.36,12,1,0.125
00.79.36,20,6,0.753
00.79.36,26,1,0.125
00.79.36,16,2,0.251
00.79.36,21,2,0.251
00.79.36,23,4,0.502
00.79.36,3,3,0.376
00.79.36,27,2,0.251
00.79.36,41,366,45.922
00.79.36,5,106,13.3
00.79.36,36,27,3.388
00.79.36,9,71,8.908
00.79.36,6,3,0.376
00.79.36,8,12,1.506
00.79.36,4,85,10.665
00.79.37,17,2,0.224
00.79.37,10,6,0.673
00.79.37,25,93,10.426
00.79.37,12,0,0.0
00.79.37,20,2,0.224
00.79.37,26,0,0.0
00.79.37,16,12,1.345
00.79.37,21,3,0.336
00.79.37,23,2,0.224
00.79.37,3,2,0.224
00.79.37,27,2,0.224
00.79.37,41,461,51.682
00.79.37,5,91,10.202
00.79.37,36,12,1.345
00.79.37,9,66,7.399
00.79.37,6,6,0.673
00.79.37,8,17,1.906
00.79.37,4,115,12.892
00.79.38,17,0,0.0
00.79.38,10,4,0.364
00.79.38,25,157,14.286
00.79.38,12,2,0.182
00.79.38,20,1,0.091
00.79.38,26,0,0.0
00.79.38,16,8,0.728
00.79.38,21,2,0.182
00.79.38,23,7,0.637
00.79.38,3,1,0.091
00.79.38,27,3,0.273
00.79.38,41,532,48.408
00.79.38,5,150,13.649
00.79.38,36,26,2.366
00.79.38,9,83,7.552
00.79.38,6,6,0.546
00.79.38,8,19,1.729
00.79.38,4,98,8.917
00.79.39,17,0,0.0
00.79.39,10,4,0.476
00.79.39,25,93,11.058
00.79.39,12,2,0.238
00.79.39,20,5,0.595
00.79.39,26,0,0.0
00.79.39,16,3,0.357
00.79.39,21,2,0.238
00.79.39,23,1,0.119
00.79.39,3,1,0.119
00.79.39,27,0,0.0
00.79.39,41,382,45.422
00.79.39,5,103,12.247
00.79.39,36,36,4.281
00.79.39,9,64,7.61
00.79.39,6,3,0.357
00.79.39,8,23,2.735
00.79.39,4,119,14.15
00.79.40,17,2,0.207
00.79.40,10,6,0.62
00.79.40,25,112,11.582
00.79.40,12,0,0.0
00.79.40,20,5,0.517
00.79.40,26,1,0.103
00.79.40,16,10,1.034
00.79.40,21,1,0.103
00.79.40,23,3,0.31
00.79.40,3,5,0.517
00.79.40,27,4,0.414
00.79.40,41,481,49.741
00.79.40,5,166,17.166
00.79.40,36,14,1.448
00.79.40,9,53,5.481
00.79.40,6,6,0.62
00.79.40,8,3,0.31
